,title + dj,set_title,set_list,artist,song,spotify_song_name,spotify_id,preview,songs,set_title_split,dj_id,song_id,size,total plays,,In input,in og set
127387," - Kedr Livanskiy, Celestial Trax - Solid Steel 426"," - Kedr Livanskiy, Celestial Trax - Solid Steel",Jonny Oso - Wanna Fly?,Jonny Oso,Wanna Fly?,Wanna Fly?,107POwLVmpnQRfbzeem9v2,https://p.scdn.co/mp3-preview/4583446651bea8954398b7717215dfe8414936d6?cid=461b02dc885841c0a798981c336f46f0,Wanna Fly?, Celestial Trax,426,12856,1,2,426 12856,No,Yes
125477," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Steve Hauschildt - A False Seeming,Steve Hauschildt,A False Seeming,A False Seeming,2LIA8yrLRoZWsJP0srXO8c,https://p.scdn.co/mp3-preview/72a4907fbbe6b3c3aad4075501030eacc53762f4?cid=461b02dc885841c0a798981c336f46f0,A False Seeming, Celestial Trax,426,32608,1,2,426 32608,No,Yes
125475," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Jonathan Fitoussi - Aquarius,Jonathan Fitoussi,Aquarius,Aquarius,2FnMC47Q34DGXdH6cxe11J,https://p.scdn.co/mp3-preview/727bf7c2f3d078c91a224ef134ae5d83e8b40c1c?cid=461b02dc885841c0a798981c336f46f0,Aquarius, Celestial Trax,426,30177,1,2,426 30177,No,Yes
125489," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Tangerine Dream - Birth Of Liquid Plejades,Tangerine Dream,Birth Of Liquid Plejades,Birth of Liquid Plejades,6OjqEZb4TvK5uzrAtgFyRL,https://p.scdn.co/mp3-preview/ed75cad7e419dea3abee5ce043baf6102e438feb?cid=461b02dc885841c0a798981c336f46f0,Birth Of Liquid Plejades, Celestial Trax,426,84446,1,2,426 84446,No,Yes
125487," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Kepla & DeForrest Brown Jr. - Crowding And Bubbling Landscapes Of Deposited Bodies Suite I,Kepla & DeForrest Brown Jr.,Crowding And Bubbling Landscapes Of Deposited Bodies Suite I,Crowding and Bubbling Landscapes of Deposited Bodies Suite IV,0K4r5fJd0wUhQCDhfJyK2H,https://p.scdn.co/mp3-preview/18bc08689d3ddc4bac8949ec0c798fe5f9b0d448?cid=461b02dc885841c0a798981c336f46f0,Crowding And Bubbling Landscapes Of Deposited Bodies Suite I, Celestial Trax,426,6198,1,2,426 6198,No,Yes
125499," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Ben Frost - Eurydice's Heel,Ben Frost,Eurydice's Heel,Eurydice's Heel - Eurydice's Heel,0CUekKGHLyP9B5XrFznRoD,https://p.scdn.co/mp3-preview/e191780140776e61e82c04eb43edca267257fce0?cid=461b02dc885841c0a798981c336f46f0,Eurydice's Heel, Celestial Trax,426,3258,1,2,426 3258,No,Yes
125479," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Huerco S. - Hear Me Out,Huerco S.,Hear Me Out,Hear Me Out,6bxilo3FjnLhbk8IzhyVO4,https://p.scdn.co/mp3-preview/ed31bdc21c6bdd880ca82deaf5f374c4fb6855fc?cid=461b02dc885841c0a798981c336f46f0,Hear Me Out, Celestial Trax,426,79123,1,4,426 79123,No,Yes
125493," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",VIOLENCE - Impotent Garden,VIOLENCE,Impotent Garden,Impotent Garden,1xeEOLlRTa99vEUhNJlRUf,https://p.scdn.co/mp3-preview/21ae49cf1919eb55925413e725a4231df8389183?cid=461b02dc885841c0a798981c336f46f0,Impotent Garden, Celestial Trax,426,24543,1,2,426 24543,No,Yes
125505," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Yellow Swans - Limited Space,Yellow Swans,Limited Space,Limited Space,1UTm1iOn5dyA1VShiuTONx,https://p.scdn.co/mp3-preview/2bedb4b7fe8a89372c762ae38317c5f749ef3728?cid=461b02dc885841c0a798981c336f46f0,Limited Space, Celestial Trax,426,23462,1,2,426 23462,No,Yes
125501," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Ash Borer - Lustration I,Ash Borer,Lustration I,Lustration I,6kVAtPSzTa8TSu64YHfVkC,https://p.scdn.co/mp3-preview/31903057525466cdc3ada0f67f20c32b49c59e4e?cid=461b02dc885841c0a798981c336f46f0,Lustration I, Celestial Trax,426,82877,1,2,426 82877,No,Yes
125481," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Chihei Hatakeyama - Phantom Voice,Chihei Hatakeyama,Phantom Voice,Phantom Voice,5R16hhgd8Fs2AO5xp7cnuf,https://p.scdn.co/mp3-preview/a6d4beeab3ab7e1c63fe6b6b6eca768ba34811a0?cid=461b02dc885841c0a798981c336f46f0,Phantom Voice, Celestial Trax,426,72604,1,2,426 72604,No,Yes
125503," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",The Bulgarian State Radio & Television Female Choir - Pilentze Pee,The Bulgarian State Radio & Television Female Choir,Pilentze Pee,Pilentze Pee (Pilentze Sings),26ACC5wwrWeET5InJqQ5T2,https://p.scdn.co/mp3-preview/673c0479380234551f28d330c5797a77c2e57024?cid=461b02dc885841c0a798981c336f46f0,Pilentze Pee, Celestial Trax,426,26978,1,2,426 26978,No,Yes
125473," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Rabit - Prayer,Rabit,Prayer,Prayer,4tXKBXUQ6tKKKOGQYAgLQU,https://p.scdn.co/mp3-preview/99198a15f6e6d5e71b5045dfb2e08be21c403ab0?cid=461b02dc885841c0a798981c336f46f0,Prayer, Celestial Trax,426,61362,1,2,426 61362,No,Yes
125483," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Acronym - Rails,Acronym,Rails,Rails,4fr2ThAvCx1h3qLazlmgLI,https://p.scdn.co/mp3-preview/d0a3997f77f1cf9ed46bda44261c1e25982831b5?cid=461b02dc885841c0a798981c336f46f0,Rails, Celestial Trax,426,55508,1,2,426 55508,No,Yes
125491," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Pink Floyd - Set The Controls For The Heart Of The Sun,Pink Floyd,Set The Controls For The Heart Of The Sun,Set The Controls For The Heart Of The Sun - 2011 Remastered Version,5TBtYdgh70ZKnZbEJ3KZvR,https://p.scdn.co/mp3-preview/17ec5e555acf180e7f66fce228cf43be85c8ea93?cid=461b02dc885841c0a798981c336f46f0,Set The Controls For The Heart Of The Sun, Celestial Trax,426,73534,1,3,426 73534,No,Yes
125495," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",JASSS - Theo Goes Away,JASSS,Theo Goes Away,Theo Goes Away,7w9SONtZcD3NiJODdu52T5,https://p.scdn.co/mp3-preview/353080d509c838f3a376d0f2a11a7bd108407cde?cid=461b02dc885841c0a798981c336f46f0,Theo Goes Away, Celestial Trax,426,98353,1,2,426 98353,No,Yes
125497," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio 426"," - Sheepshead, Celestial Trax - Newtype Rhythm 27, Inverted Audio",Mhysa - Tonight,Mhysa,Tonight,Tonight,3qNTvGtappwtSN7nGMZlWH,https://p.scdn.co/mp3-preview/593af1d108d1c76acc16ce5867a31d53a2214381?cid=461b02dc885841c0a798981c336f46f0,Tonight, Celestial Trax,426,47383,1,2,426 47383,No,Yes
14926," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Cera Alba - 89,Cera Alba,89,89',2xjC3yg9y6zwQKGSlwAZjK,https://p.scdn.co/mp3-preview/fae2e6512ec784f6e169ca083bd09807729e6d78?cid=461b02dc885841c0a798981c336f46f0,89, Cera Alba,427,37498,1,3,427 37498,No,Yes
14922," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Cera Alba - Balaeria,Cera Alba,Balaeria,Balaeria - Original Mix,6WURQJsKZZhGQv8YjCCKSH,https://p.scdn.co/mp3-preview/e1d8dbfc115e34b3ede82e0b418c74de1433053b?cid=461b02dc885841c0a798981c336f46f0,Balaeria, Cera Alba,427,87820,1,2,427 87820,No,Yes
14914," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Klement Bonelli - Free To Be,Klement Bonelli,Free To Be,Free to Be - Tinnit Floor Dub,1tHYH7sAfyj835gELcXj84,https://p.scdn.co/mp3-preview/1c57e0bd155c08b4531bdb8bb1298dfb88ece954?cid=461b02dc885841c0a798981c336f46f0,Free To Be, Cera Alba,427,22931,1,2,427 22931,No,Yes
14906," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Africanism - Heartbeat (Sylvain Armand Remix),Africanism,Heartbeat (Sylvain Armand Remix),Heartbeat (feat. Yasmine Shah) [Sylvain Armand Remix],3gtR2GK7fe1ZWxVvDFrSNx,https://p.scdn.co/mp3-preview/d0017a1d64793df6847179d2c5eeb12303bb6d6a?cid=461b02dc885841c0a798981c336f46f0,Heartbeat (Sylvain Armand Remix), Cera Alba,427,43393,1,2,427 43393,No,Yes
14920," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Gene Farris - Higher Ground [Material],Gene Farris,Higher Ground [Material],Higher Ground,2XTZKksH6WjejI6CBcIM7y,https://p.scdn.co/mp3-preview/347f9a15925008e93f2f2275bde82b66b079af6a?cid=461b02dc885841c0a798981c336f46f0,Higher Ground [Material], Cera Alba,427,37628,1,4,427 37628,No,Yes
14924," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Vibe Killers - Medium Rare (DJ W!LD Remix) [Killer Vibe],Vibe Killers,Medium Rare (DJ W!LD Remix) [Killer Vibe],Medium Rare - DJ W!ld Remix,2NcNLxm4AVrYPR07rHnYQp,https://p.scdn.co/mp3-preview/ae76cb9d05fb7b022ac0a02c435bf3be49a93fc2?cid=461b02dc885841c0a798981c336f46f0,Medium Rare (DJ W!LD Remix) [Killer Vibe], Cera Alba,427,33379,1,2,427 33379,No,Yes
14912," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Mennie - Reels Rebel [Exploited Ghetto],Mennie,Reels Rebel [Exploited Ghetto],Reels Rebel,1evhJ3hkPcM41f4jWSOacd,https://p.scdn.co/mp3-preview/b0516d9534d597340cecff191c98f4ed7606e2f8?cid=461b02dc885841c0a798981c336f46f0,Reels Rebel [Exploited Ghetto], Cera Alba,427,16946,1,3,427 16946,No,Yes
14908," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Horatio - Tribal State Of Mind,Horatio,Tribal State Of Mind,Tribal State Of Mind,6TQEWXln8GAnqrKyoUUP7U,https://p.scdn.co/mp3-preview/f5d0b38dc8c5aaf29adf77c26ce7729f7dc28bde?cid=461b02dc885841c0a798981c336f46f0,Tribal State Of Mind, Cera Alba,427,86560,1,2,427 86560,No,Yes
14910," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Vangelis Kostoxenakis - You,Vangelis Kostoxenakis,You,Take Your Shirt Off,0Gn1ghemIHkfv45gkb0ySJ,https://p.scdn.co/mp3-preview/879fc4167c7671ac3180c357f4c9f44fe0cb7afa?cid=461b02dc885841c0a798981c336f46f0,You, Cera Alba,427,4768,1,2,427 4768,No,Yes
14918," - Roger Sanchez, Cera Alba - Release Yourself 755 427"," - Roger Sanchez, Cera Alba - Release Yourself 755",Vangelis Kostoxenakis - Zha Zha,Vangelis Kostoxenakis,Zha Zha,Zha Zha,3FrezcIQckkz5iqhulwepv,https://p.scdn.co/mp3-preview/056653b3c5aa63f3930a43f03ddc022c5a2ed983?cid=461b02dc885841c0a798981c336f46f0,Zha Zha, Cera Alba,427,42950,1,2,427 42950,No,Yes
122260," - Jess, Joe, Adam, Cern - onesevenfour 003, Kiss FM 428"," - Jess, Joe, Adam, Cern - onesevenfour 003, Kiss FM",SD - Roughmath [Celsius],SD,Roughmath [Celsius],Roughmath,6noGtPkUjx21Xkh7MJj15F,https://p.scdn.co/mp3-preview/2af8b26a3d2d0504bf95c6390414bfa5a5051958?cid=461b02dc885841c0a798981c336f46f0,Roughmath [Celsius], Cern,428,84091,1,4,428 84091,No,Yes
122256," - Jess, Joe, Adam, Cern - onesevenfour 003, Kiss FM 428"," - Jess, Joe, Adam, Cern - onesevenfour 003, Kiss FM",Ed:It - The Junction [Shogun],Ed:It,The Junction [Shogun],The Junction,2TH9PU3jU2xCYFUFOswJKP,https://p.scdn.co/mp3-preview/6b382903bc80e1432fb9be1bd3a35b59a8790e48?cid=461b02dc885841c0a798981c336f46f0,The Junction [Shogun], Cern,428,35833,1,4,428 35833,No,Yes
133966," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Jun Kamoda - Body & Soul,Jun Kamoda,Body & Soul,Body & Soul,24NzXqqDoXLIPLrcs5Gq6L,https://p.scdn.co/mp3-preview/55fd4b4c215547181c2d8c7ecef47e69d06853a9?cid=461b02dc885841c0a798981c336f46f0,Body & Soul, Cervo,429,26664,1,2,429 26664,No,Yes
133964," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Romare - Down The Line,Romare,Down The Line,Down the Line (It Takes a Number),2ekGAmlsoiJk98fPxafrtL,https://p.scdn.co/mp3-preview/dc6aba388b6ee57b62433f3b5f28875f1dca914e?cid=461b02dc885841c0a798981c336f46f0,Down The Line, Cervo,429,29702,1,2,429 29702,No,Yes
133978," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Rocks FOE - Downpour,Rocks FOE,Downpour,Downpour,5HTygZHwDwamwLhJMUvis8,https://p.scdn.co/mp3-preview/42ebd602d16f05a6306c64ad6093e6ba208443aa?cid=461b02dc885841c0a798981c336f46f0,Downpour, Cervo,429,68941,1,2,429 68941,No,Yes
133974," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Fantastic Mr. Fox - Evelyn,Fantastic Mr. Fox,Evelyn,Evelyn,0ij8BEbyhRsurryGquz9Gb,https://p.scdn.co/mp3-preview/19a65c95dff6b85a914e1b144ef659bc4e9718c8?cid=461b02dc885841c0a798981c336f46f0,Evelyn, Cervo,429,5517,1,2,429 5517,No,Yes
133994," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Issam Houshan - Karsihlagala,Issam Houshan,Karsihlagala,Karsihlagala,6OtQHkhfBbGLqOt2WSVvqi,https://p.scdn.co/mp3-preview/ec5478625481c9fcdb4db0973fb6a00c4e55f8d6?cid=461b02dc885841c0a798981c336f46f0,Karsihlagala, Cervo,429,84585,1,2,429 84585,No,Yes
133990," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",DRC Music - Lingala,DRC Music,Lingala,Lingala (feat. Bokatola System and Evala Litongo),72rnisbF2K0iOdp8jDs9Nf,https://p.scdn.co/mp3-preview/298bf25407e550bfe61059ee4243520bbce70505?cid=461b02dc885841c0a798981c336f46f0,Lingala, Cervo,429,89690,1,2,429 89690,No,Yes
133976," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Memotone - Lost Hours,Memotone,Lost Hours,Lost Hours,1kvR2BdPHmPi1DwIab8f0N,https://p.scdn.co/mp3-preview/cfca2477e13fe27fad89860fcce87132c5904e95?cid=461b02dc885841c0a798981c336f46f0,Lost Hours, Cervo,429,19426,1,2,429 19426,No,Yes
133984," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Al Massrieen - Men Awel Deqiqa,Al Massrieen,Men Awel Deqiqa,Men Awel Deqiqa,635DMx1t8leP4BknRS94Qq,https://p.scdn.co/mp3-preview/6499b3992db4cfb69bdac126c35add5445ce30ab?cid=461b02dc885841c0a798981c336f46f0,Men Awel Deqiqa, Cervo,429,76956,1,2,429 76956,No,Yes
133970," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Clap! Clap! - Ode To The Pleiades [Live Band Version],Clap! Clap!,Ode To The Pleiades [Live Band Version],Ode to the Pleiades - Clap! Clap! Live Band Version,1F15bd4fQtJhoi9xy75Txi,https://p.scdn.co/mp3-preview/70c09d0198c20429d7b3eed67083bd17488433d4?cid=461b02dc885841c0a798981c336f46f0,Ode To The Pleiades [Live Band Version], Cervo,429,17017,1,2,429 17017,No,Yes
133980," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Akira Kiteshi - Pinball,Akira Kiteshi,Pinball,Pinball,0ExGFPXrhPWp5V7dzlBLCW,https://p.scdn.co/mp3-preview/32f1bd632e6c94a96385f5b1f5030353f7d931cf?cid=461b02dc885841c0a798981c336f46f0,Pinball, Cervo,429,4094,1,2,429 4094,No,Yes
133992," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Issam Houshan - Samba,Issam Houshan,Samba,Samba,0C0jITseRBbnm6LACgmYH3,https://p.scdn.co/mp3-preview/8005186cf04b8c67957cead0c38995ad676ef264?cid=461b02dc885841c0a798981c336f46f0,Samba, Cervo,429,2926,1,2,429 2926,No,Yes
133961," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Blue Daisy - Space Ex,Blue Daisy,Space Ex,Space Ex,0myCWSj9g6SlAM6q1QOJDz,https://p.scdn.co/mp3-preview/a678420dadbf17682499ec4570d3d01b7aa22429?cid=461b02dc885841c0a798981c336f46f0,Space Ex, Cervo,429,7429,1,3,429 7429,No,Yes
133972," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Dark Sky - Tremor,Dark Sky,Tremor,Tremor,62DUrSmzUJ4UXXKpBrtCXe,https://p.scdn.co/mp3-preview/aed503fd3bee3fa149d1b2e8d7f390ec6018ebe5?cid=461b02dc885841c0a798981c336f46f0,Tremor, Cervo,429,76801,1,2,429 76801,No,Yes
133986," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Domu - Unfazed,Domu,Unfazed,Unfazed,4slhxNopLPHRMdj7Ld52oj,https://p.scdn.co/mp3-preview/b8e5f4b1a3ed5fe079cda0de063bba1bea7f4476?cid=461b02dc885841c0a798981c336f46f0,Unfazed, Cervo,429,60791,1,2,429 60791,No,Yes
133988," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Eduardo De La Calle - Virata Rupa,Eduardo De La Calle,Virata Rupa,Virata Rupa,6SVaRfIVUGCqwuOHf2sI0w,https://p.scdn.co/mp3-preview/502b1565f4991a55b3632e89d4ebd873fccd0fc5?cid=461b02dc885841c0a798981c336f46f0,Virata Rupa, Cervo,429,86220,1,2,429 86220,No,Yes
133982," - Akira Kiteshi, Cervo - Solid Steel 429"," - Akira Kiteshi, Cervo - Solid Steel",Loops Haunt - Zenith,Loops Haunt,Zenith,Zenith,3h7iR6uxOmC4hAt591cPQ5,https://p.scdn.co/mp3-preview/d5f68350170499cfdaff6c4c48182289f6ca3448?cid=461b02dc885841c0a798981c336f46f0,Zenith, Cervo,429,43535,1,2,429 43535,No,Yes
103553," - Robert Hood, CFCF - Solid Steel 430"," - Robert Hood, CFCF - Solid Steel", Joey Negro - Feel It (Alex Kenji Remix), Joey Negro,Feel It (Alex Kenji Remix),Feel It - Alex Kenji Remix,05kBq2Wm7rEr8EdBmGWryY,https://p.scdn.co/mp3-preview/f2c6d07d8bc1994da65fe2c287bebb344bf52ea0?cid=461b02dc885841c0a798981c336f46f0,Feel It (Alex Kenji Remix), CFCF,430,1155,1,4,430 1155,No,Yes
136665," - Robert Hood, CFCF - Solid Steel 430"," - Robert Hood, CFCF - Solid Steel", Jules Venturini - Keep Me Close [Whities - WHYT 014], Jules Venturini,Keep Me Close [Whities,Keep Me Close,7wA0SaEJmtrI3vGg9y1Rts,https://p.scdn.co/mp3-preview/2c0fdf7297b52648b3376ff85794c879c7b154df?cid=461b02dc885841c0a798981c336f46f0,Keep Me Close [Whities, CFCF,430,98355,1,3,430 98355,No,Yes
69644," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Sluggers - Courtesy [Fool's Gold],Sluggers,Courtesy [Fool's Gold],Courtesy,7F8PJ7ibHIdBapVWzpXtmB,,Courtesy [Fool's Gold], Chace,431,93320,1,2,431 93320,No,Yes
69654," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Chace - Destination,Chace,Destination,Destination,6OZ4fwqUKbHhaM2wu2wsiP,https://p.scdn.co/mp3-preview/73cc869eba9fc1624a3120cb9ef8ae8fdee21d64?cid=461b02dc885841c0a798981c336f46f0,Destination, Chace,431,84659,1,2,431 84659,No,Yes
69648," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Chace & Moksi - For A Day,Chace & Moksi,For A Day,For a Day - BMotion vs. Dossa & Locuzzed Remix,2GhoqNGEYo1g737mmgpoVz,https://p.scdn.co/mp3-preview/1c6677c6a43f2273fa39f871968a2988aa1be273?cid=461b02dc885841c0a798981c336f46f0,For A Day, Chace,431,30524,1,2,431 30524,No,Yes
69658," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Shift K3Y - Forever,Shift K3Y,Forever,Forever,36RxQ13Y6xu5d4Y39CCLT0,https://p.scdn.co/mp3-preview/090daf5c1811fc2efbaca772069c27b4c5cee9a6?cid=461b02dc885841c0a798981c336f46f0,Forever, Chace,431,39954,1,2,431 39954,No,Yes
69642," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Sluggers - Horizon [Main Course],Sluggers,Horizon [Main Course],Horizon,3poGYLQFlnBZhK1kmIIScm,https://p.scdn.co/mp3-preview/186525dcf0c19d21f107b67fed490fc2ada31bcd?cid=461b02dc885841c0a798981c336f46f0,Horizon [Main Course], Chace,431,46953,1,2,431 46953,No,Yes
69646," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Sluggers - Knucklehead,Sluggers,Knucklehead,Knucklehead - (Original Mix),3qlEf4CqRRRJ3kk2ISi8hw,https://p.scdn.co/mp3-preview/435ed55ee882b3708e703b7f346c7b8b52e115af?cid=461b02dc885841c0a798981c336f46f0,Knucklehead, Chace,431,47351,1,2,431 47351,No,Yes
69652," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Shift K3Y & Chris Lorenzo - Let Go,Shift K3Y & Chris Lorenzo,Let Go,Let Go,22K3lDEoUmL9NN6gyaSEy9,https://p.scdn.co/mp3-preview/9fadad6312c37b6221da85be7931599a7b40a5e0?cid=461b02dc885841c0a798981c336f46f0,Let Go, Chace,431,26230,1,2,431 26230,No,Yes
69656," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Chace - Next To Me,Chace,Next To Me,Next to Me,5YJewo0Dw17hPKBbSQB0tg,https://p.scdn.co/mp3-preview/54db64de1b34f531538094bf5b68563b7bb5f39b?cid=461b02dc885841c0a798981c336f46f0,Next To Me, Chace,431,75714,1,2,431 75714,No,Yes
69650," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Anna Lunoe - Radioactive (Chace Remix),Anna Lunoe,Radioactive (Chace Remix),Radioactive - Chace Remix,1xqzcq7t093QcePhA3jSkv,https://p.scdn.co/mp3-preview/23c8b395544265e529fe824d4ce484f5d6ba50b6?cid=461b02dc885841c0a798981c336f46f0,Radioactive (Chace Remix), Chace,431,24692,1,2,431 24692,No,Yes
69660," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Chace - Remember My Name,Chace,Remember My Name,Remember My Name,1aXRrTUmTplR5Sy9ujDDDi,https://p.scdn.co/mp3-preview/36fd8043607644ebb3fdce978244456b9cb19301?cid=461b02dc885841c0a798981c336f46f0,Remember My Name, Chace,431,15353,1,2,431 15353,No,Yes
26540," - Sluggers (Live PA), Chace - Diplo and Friends 431"," - Sluggers (Live PA), Chace - Diplo and Friends",Alessia Cara - Wild Things (NuKid Remix),Alessia Cara,Wild Things (NuKid Remix),Wild Things - NuKid Remix,3allevbaKVMlRZvHIdtjbI,,Wild Things (NuKid Remix), Chace,431,40845,1,3,431 40845,No,Yes
